"","Site.Ref","Site.name","Latitude","Longitude"
"23332","60818014","Big Easter Brook Tributary - Lewin North C23",-34.2071416,115.8589854
"23359","60818015","Big Easter Brook Tributary - Lewin North C24",-34.20740605,115.8583306
"23371","60818016","Big Easter Brook Tributary - Lewin North C25",-34.20749672,115.8583836
"23385","60818017","Big Easter Brook Tributary - Lewin North C26",-34.20758588,115.8582739
"23397","60818018","Big Easter Brook Tributary - Lewin North C27",-34.20740201,115.8578965
"23404","60818019","Big Easter Brook - Lewin North",-34.20977413,115.8608495
"23414","60818020","Big Easter Brook - Lewin North",-34.20977413,115.8608495
"23440","60818101","Big Easter Brook Tributary - Lewin South D1A",-34.2122782,115.8540352
"23453","60818102","Big Easter Brook Tributary - Lewin South D2A",-34.21179955,115.8556119
"23480","60818103","Big Easter Brook Tributary - Lewin South D3A",-34.20919579,115.8568411
"23490","60818104","Big Easter Brook Tributary - Lewin South D4A",-34.21616627,115.854178
"23517","60818105","Big Easter Brook Tributary - Lewin South D5A",-34.21352088,115.8577091
"23546","60818106","Big Easter Brook Tributary - Lewin South D6A",-34.21774503,115.8600512
"23573","60818107","Big Easter Brook Tributary - Lewin South D7A",-34.2157486,115.8616196
"23601","60818108","Big Easter Brook Tributary - Lewin South D8A",-34.21465785,115.8623578
"23628","60818109","Big Easter Brook Tributary - Lewin South D9A",-34.21729736,115.8649819
"23655","60818110","Big Easter Brook Tributary - Lewin South D21A",-34.2192463,115.8683031
"23682","60818111","Big Easter Brook Tributary - Lewin South D10",-34.20967148,115.8546637
"23711","60818112","Big Easter Brook Tributary - Lewin South D11",-34.20967047,115.8545552
"23723","60818113","Big Easter Brook Tributary - Lewin South D12",-34.20917353,115.8544534
"23725","60818114","Big Easter Brook Tributary - Lewin South D13",-34.20963045,115.8550985
"23745","60818115","Big Easter Brook Tributary - Lewin South D14",-34.20963045,115.8550985
"23765","60818117","Big Easter Brook - Lewin South",-34.21172757,115.8559097
"23792","60818118","Big Easter Brook - Lewin South",-34.21179955,115.8556119
"23818","60830000","Scott Coastal Plain - SC18A",-34.28855822,115.6724444
"23886","60830001","Scott Coastal Plain - SC18B",-34.28856593,115.6724322
"23967","60830002","Scott Coastal Plain - SC20A",-34.34722172,115.7219362
"24022","60830003","Scott Coastal Plain - SC20B",-34.34720825,115.7219335
"24098","60830004","Scott Coastal Plain - SC21A",-34.41787503,115.6651528
"24154","60830005","Scott Coastal Plain - SC21B",-34.41786781,115.6651601
"24227","60830006","Scott Coastal Plain - SC22A",-34.43122124,115.7338186
"24288","60830007","Scott Coastal Plain - SC22B",-34.43121766,115.73383
"24345","60830042","Donnelly River - 270",-34.20688529,115.8585764
"24349","60900036","Hillman River South - HRS30S",-33.26912639,116.656753
"24356","60900037","Hillman River South - HRS31I",-33.26913533,116.6567694
"24363","60900038","Hillman River South - HRS31S",-33.26917712,116.6568152
"24372","60900039","Hillman River South - HRS32S",-33.26924374,116.6568753
"24379","60900040","Hillman River South - HRS33S",-33.26932443,116.6569303
"24386","60900041","Hillman River South - HRS34S",-33.26946837,116.6570788
"24393","60900042","Hillman River South - HRS34I",-33.26948898,116.6570733
"24400","60900043","Hillman River South - HRS35S",-33.26960856,116.6572042
"24407","60900044","Hillman River South - HRS47I",-33.26945481,116.660343
"24414","60900045","Hillman River South - HRS47SS",-33.26946306,116.6603371
"24419","60900046","Hillman River South - HRS47S",-33.2694704,116.6603296
"24426","60900047","Hillman River South - HRS46SS",-33.2694212,116.6602767
"24430","60900048","Hillman River South - HRS46S",-33.26940834,116.6602931
"24436","60900049","Hillman River South - HRS45SS",-33.2693668,116.6602289
"24441","60900050","Hillman River South - HRS45S",-33.26935698,116.6602449
"24448","60900051","Hillman River South - HRS44SS",-33.269295,116.6601592
"24453","60900052","Hillman River South - HRS44S",-33.26928409,116.6601749
"24460","60900053","Hillman River South - HRS43SS",-33.26921625,116.6600849
"24465","60900054","Hillman River South - HRS43S",-33.26920843,116.6600952
"24472","60900055","Hillman River South - HRS42SS",-33.26908518,116.6599452
"24476","60900056","Hillman River South - HRS42S",-33.26907931,116.6599539
"24484","60900057","Hillman River South - HRS41S",-33.26893349,116.6598036
"24492","60900058","Hillman River South - HRS41I",-33.26892192,116.6597894
"24499","60900059","Hillman River South - HRS40S",-33.26873854,116.6596073
"24506","60900060","Hillman River South - HRS48S",-33.26959777,116.660499
"24513","60900061","Hillman River South - HRS48SS",-33.26961162,116.6604966
"24518","60900062","Hillman River South - HRS48I",-33.26960968,116.6605126
"24525","60900063","Hillman River South - HRS49S",-33.26965593,116.6605583
"24532","60900064","Hillman River South - HRS50S",-33.26971344,116.6606084
"24539","60900065","Hillman River South - HRS51S",-33.26978894,116.6606827
"24546","60900066","Hillman River South - HRS51I",-33.2698009,116.6606939
"24553","60900067","Hillman River South - HRS60 CONTROL",-33.27095128,116.6539167
"24560","60900068","Hillman River South - HRS61SS CONTROL",-33.27096269,116.6539275
"24565","60900069","Hillman River South - HRS61I CONTROL",-33.27097424,116.6539392
"24572","60900070","Hillman River South - HRS16I",-33.27411079,116.6472293
"24579","60900071","Hillman River South - HRS16S",-33.27415912,116.6472257
"24586","60900072","Hillman River South - HRS18S",-33.27431874,116.6473675
"24593","60900073","Hillman River South - HRS20I",-33.27438004,116.6473902
"24600","60900074","Hillman River South - HRS19S",-33.27438888,116.6474054
"24607","60900075","Hillman River South - HRS21D",-33.2745382,116.6475311
"24614","60900076","Hillman River South - HRS21SS",-33.27454591,116.6475155
"24619","60900077","Hillman River South - HRS22D",-33.27459134,116.6475673
"24626","60900078","Hillman River South - HRS22SS",-33.2745995,116.6475574
"24629","60900079","Hillman River South - HRS23S",-33.27463372,116.647605
"24636","60900080","Hillman River South - HRS23I",-33.27464871,116.6476164
"24643","60900081","Hillman River South - HRS23SS",-33.27465456,116.6476065
"24648","60900082","Hillman River South - HRS24",-33.27475704,116.6477069
"24656","60900083","Hillman River South - HRS25",-33.27488629,116.6478191
"24663","60900084","Hillman River South - HRS25SS",-33.27489072,116.6478102
"24668","60900085","Hillman River South - HRS26",-33.27504092,116.6479319
"24675","60900086","Hillman River South - HRS26SS",-33.27504634,116.6479222
"24679","60900087","Hillman River South - HRS27",-33.27510675,116.6480244
"24686","60900088","Hillman River South - HRS28",-33.27520217,116.6480744
"24693","60900089","Hillman River South - HRS12D CONTROL",-33.27949032,116.6382256
"24700","60900090","Hillman River South - HRS13D CONTROL",-33.27949232,116.6382599
"24707","60900091","Hillman River South - HRS13SS CONTROL",-33.27950595,116.6382622
"24711","60900092","Hillman River South - HRS12A CONTROL",-33.27952692,116.6382603
"24718","60900093","Hillman River South - HRS15I",-33.28258907,116.6265101
"24726","60900094","Hillman River South - HRS14S",-33.28260689,116.6264792
"24734","60900095","Hillman River South - HRS08S",-33.28210137,116.6258959
"24742","60900096","Hillman River South - HRS05S",-33.28185261,116.6256355
"24749","60900097","Hillman River South - HRS06I",-33.28184358,116.6256037
"24756","60900098","Hillman River South - HRS04S",-33.28160897,116.6253442
"24764","60900099","Hillman River South - HRS01S",-33.28140325,116.6251091
"24772","60900100","Hillman River South - HRS03S",-33.28150932,116.6251939
"24779","60900101","ASS Investigation - Bore 1",-34.32469743,115.574324
"24786","60900102","ASS Investigation - Bore 2",-34.31920577,115.5743191
"24793","60900103","ASS Investigation - Bore 3",-34.31419256,115.5743604
"24800","60900104","ASS Investigation - Bore 4",-34.30869123,115.5743013
"24806","60900105","ASS Investigation - Bore 5",-34.30869123,115.5743013
"24813","60900106","ASS Investigation - Bore 6",-34.30319041,115.5742856
"24820","60900107","ASS Investigation - Bore 7",-34.30319041,115.5742856
"24827","60900137","Scott Coastal Plain - Ew17A",-34.18986742,115.3219811
"24829","60900138","Scott Coastal Plain - EW17B",-34.18986727,115.3219702
"24831","60900139","Scott Coastal Plain - EW18A",-34.28345492,115.2693814
"24890","60900141","Scott Coastal Plain - EW19A",-34.29605734,115.3428183
"24949","60900142","Scott Coastal Plain - EW20A",-34.29308369,115.3985571
"25010","60900143","Scott Coastal Plain - EW21A",-34.2925589,115.4004901
"25012","60900144","Scott Coastal Plain - EW22A",-34.29050148,115.4038318
"25016","60900145","Scott Coastal Plain - EW22B",-34.2905105,115.4038316
"25074","60900146","Scott Coastal Plain - EW23A",-34.24846402,115.4262134
"25077","60900147","Scott Coastal Plain - EW24A",-34.29981909,115.5759398
"25136","60900148","Scott Coastal Plain - EW25A",-34.30036086,115.5767782
"25194","60900149","Scott Coastal Plain - EW27A",-34.33443022,115.6043242
"25253","60900150","Scott Coastal Plain - EW28A",-34.36146101,115.5611969
"25312","60900151","Scott Coastal Plain - EW29A",-34.27171877,115.5582102
"25314","60900152","Scott Coastal Plain - EW30A",-34.3677584,115.6043045
"25379","60900153","Blackwood Plateau - BP51 CFC1",-34.11992831,115.5551743
"25416","60900154","Blackwood Plateau - BP51 CFC2",-34.11992856,115.555196
"25420","60900155","Blackwood Plateau - BP51 CFC3",-34.11992882,115.5552176
"25460","60900158","Blackwood Plateau - BP52 CFC1",-34.10902621,115.5513701
"25463","60900159","Blackwood Plateau - BP52 CFC2",-34.10901732,115.5513811
"25504","60900201","ASS Investigation - Bore 1",-34.34205444,115.6294626
"25511","60900202","ASS Investigation - Bore 2",-34.35220357,115.6043232
"25518","60900203","ASS Investigation - Bore 3",-34.34205005,115.6258534
"25525","60900204","ASS Investigation - Bore 4",-34.34199443,115.6209079
"25532","60900301","ASS Investigation - Bore 1",-34.31219707,115.5503231
"25539","60900401","ASS Investigation - Bore 1",-34.3266976,115.6062892
"25546","60900402","ASS Investigation - Bore 2",-34.33189458,115.6018009
"25550","60900403","ASS Investigation - Bore 3",-34.33632954,115.591433
"25557","60900501","ASS Investigation - Bore 1",-34.40724217,115.6498006
"25574","60900502","ASS Investigation - Bore 2",-34.40011271,115.6492842
"25593","60900503","ASS Investigation - Bore 3",-34.39008926,115.6504568
"25603","60900504","ASS Investigation - Bore 4",-34.38043862,115.6568329
"25613","60900505","ASS Investigation - Bore 5",-34.36600667,115.6630551
"25620","60900601","ASS Investigation - Bore 1",-34.36237018,115.5610618
"25630","60900602","ASS Investigation - Bore 2",-34.34685742,115.5793414
"25640","60900701","ASS Investigation - Bore 1",-34.34054099,115.5429216
"25657","60900702","ASS Investigation - Bore 2",-34.35938372,115.5008202
"25674","60900703","ASS Investigation - Bore 3",-34.35556305,115.5360509
"25691","60900704","ASS Investigation - Bore 4",-34.32841166,115.5504355
"25708","60900801","ASS Investigation - Bore 1",-34.28717953,115.5925797
"25715","60900901","ASS Investigation - Bore 1",-34.2640465,115.4340036
"25723","60900902","ASS Investigation - Bore 2",-34.28385187,115.4118552
"25745","60900903","ASS Investigation - Bore 3",-34.29281807,115.4003113
"25764","60900904","ASS Investigation - Bore 4",-34.24760918,115.4518451
"25771","60901001","ASS Investigation - Bore 1",-34.28337708,115.3037862
"25788","60901101","ASS Investigation - Bore 1",-34.2885498,115.2630303
"25807","60901102","ASS Investigation - Bore 2",-34.27907777,115.2481699
"25824","60901103","ASS Investigation - Bore 3",-34.26340219,115.2700964
"25830","60901201","ASS Investigation - Bore 1",-34.29788858,115.2096113
"25847","60901202","ASS Investigation - Bore 2",-34.28850334,115.2097018
"25855","60901203","ASS Investigation - Bore 3",-34.27761762,115.2095417
"25862","60901301","ASS Investigation - Bore 1",-34.2815246,115.3517179
"25870","60901302","ASS Investigation - Bore 2",-34.26748582,115.3517856
"25887","60901303","ASS Investigation - Bore 3",-34.25130631,115.3670759
"25904","60901304","ASS Investigation - Bore 4",-34.23407702,115.3417431
"25921","60901401","ASS Investigation - Bore 1",-34.25069917,115.2254555
"25928","60901402","ASS Investigation - Bore 2",-34.23750929,115.2312043
"25936","60901501","ASS Investigation - Bore 1",-34.31826608,115.1717406
"25944","60901502","ASS Investigation - Bore 2",-34.3119155,115.1751818
"25952","60901503","ASS Investigation - Bore 3",-34.29878504,115.187189
"25956","60901504","ASS Investigation - Bore 4",-34.31099538,115.1763644
"25966","60901505","ASS Investigation - Bore 5",-34.30141675,115.171943
"25974","60901506","ASS Investigation - Bore 6",-34.29224686,115.187123
"25983","60901601","ASS Investigation - Bore 1",-34.28341739,115.2750309
"25990","60901701","ASS Investigation - Bore 1",-34.16758353,115.2076816
"25997","60901801","ASS Investigation - Bore 1",-34.16364363,115.1935764
"26005","60901901","ASS Investigation - Bore 1",-34.3270732,115.1481934
"26012","60901902","ASS Investigation - Bore 2",-34.32860421,115.1450948
"26021","60902001","ASS Investigation - Bore 1",-34.22436683,115.0827416
"26029","60902002","ASS Investigation - Bore 2",-34.23064674,115.05838
"26037","60902003","ASS Investigation - Bore 3",-34.23081655,115.0611335
"26046","60902101","ASS Investigation - Bore 1",-34.26065443,115.1781794
"26053","60902102","ASS Investigation - Bore 2",-34.26474419,115.1779175
"26062","60902201","ASS Investigation - Bore 1",-34.26002303,115.2068956
"26070","60902202","ASS Investigation - Bore 2",-34.25712959,115.1995834
"26087","60902203","ASS Investigation - Bore 3",-34.2516586,115.2003515
"26095","60902301","ASS Investigation - Bore 1",-34.27275402,115.1178659
"26102","60902302","ASS Investigation - Bore 2",-34.273837,115.1161691
"26106","60902401","ASS Investigation - Bore 1",-34.28788744,115.161427
"26113","60902402","ASS Investigation - Bore 2",-34.30005394,115.1484499
"26121","60902403","ASS Investigation - Bore 3",-34.28397461,115.1375815
"26129","60902501","ASS Investigation - Bore 1",-34.3171371,115.1631801
"26137","60902601","ASS Investigation - Bore 1",-34.16536575,115.0830356
"26144","60902602","ASS Investigation - Bore 2",-34.16149962,115.0785565
"26152","60902701","ASS Investigation - Bore 1",-34.07566843,115.0528008
"26161","60902801","ASS Investigation - Bore 1",-33.97484818,115.7617475
"26170","60902802","ASS Investigation - Bore 2",-34.07534104,115.3888292
"26179","60902901","ASS Investigation - Bore 1",-34.20189917,115.2670673
"26187","60904001","ASS Investigation - Bore 1",-34.10276409,115.5441813
"26195","60904002","ASS Investigation - Bore 2",-34.10981877,115.5505218
"26204","60904003","ASS Investigation - Bore 3",-34.10943557,115.5509078
"26212","60910000","Easter Cave - Lake Tiffany",-34.27753097,115.1058475
"26228","60910001","Easter Cave - Lake Lemon",-34.27567784,115.1026306
"26244","60910002","Easter Cave - Lake Gondolin",-34.27470912,115.0983077
"26260","60910003","Easter Cave - Lake B2 (The Beach)",-34.27472597,115.0993935
"26276","60910004","Jewel Cave - Pendulite Chamber",-34.27469225,115.0972219
"26292","60910005","Jewel Cave - Organ Pipes",-34.27469225,115.0972219
"26308","60910006","Jewel Cave - Flat Roof 1",-34.27469225,115.0972219
"26324","60910007","Jewel Cave - Flat Roof 2",-34.27469225,115.0972219
"26340","60910008","Labyrinth Cave - The Sump",-34.26921655,115.093001
"26356","60910009","Boranup - Arunvale Pipe CAW34",-34.15807813,115.07815
"26372","60910010","Caw42 - Raeys",-34.28854813,115.1186365
"26388","60910011","Busselton Coast - Caw43",-34.27843232,115.1058273
"26404","60910012","Jewel Cave - Caw48",-34.27469225,115.0972219
"26420","60910066","Upper Blackwood Basin - BW19",-33.51982509,116.7788073
"26438","60910067","Upper Blackwood Basin - BW20",-33.8414204,116.7251599
"26455","60910068","Upper Blackwood Basin - BW21",-33.83943454,116.7244205
"26472","60910070","Upper Blackwood Basin - BW11",-32.94507409,117.7684085
"26490","60910072","Upper Blackwood Basin - BW8",-32.9537471,117.7602774
"26508","60910073","Upper Blackwood Basin - BW9",-32.95117896,117.7553876
"26526","60910122","Dongolocking Creek - SITE 2B1",-33.1899844,117.9115641
"26533","60910123","Dongolocking Creek - SITE 2B2",-33.18972332,117.9114971
"26540","60910124","Dongolocking Creek - SITE 2B3",-33.1894533,117.9114192
"26547","60910125","Scott Coastal Plain - Poison Gully_Wetland",-34.12018518,115.5547796
"26553","60910138","Lake Toolibin GW Monitoring - 1",-32.92198944,117.5988508
"26556","60910139","Lake Toolibin GW Monitoring - 2",-32.92191902,117.5984867
"26559","60910140","Lake Toolibin GW Monitoring - 3",-32.92164657,117.5988699
"26562","60910141","Lake Toolibin GW Monitoring - 4",-32.92184327,117.5992349
"26565","60910142","Lake Toolibin GW Monitoring - 5",-32.92177603,117.5982077
"26568","60910143","Lake Toolibin GW Monitoring - 6",-32.9222257,117.5984888
"26571","60910144","Lake Toolibin GW Monitoring - 7",-32.92247467,117.5992391
"26574","60910145","Lake Toolibin GW Monitoring - 8",-32.92219218,117.5979538
"26577","60910146","Lake Toolibin GW Monitoring - 9",-32.92121228,117.599145
"26580","60910147","Lake Toolibin GW Monitoring - 10",-32.92089022,117.5985867
"26583","60910148","Lake Toolibin GW Monitoring - 11",-32.92029315,117.5989463
"26586","60910149","Lake Toolibin GW Monitoring - 12",-32.92320273,117.5978964
"26589","60910150","Lake Toolibin GW Monitoring - 13",-32.92328781,117.5989665
"26592","60910151","Lake Toolibin GW Monitoring - 14",-32.92402136,117.5983618
"26595","60910152","Lake Toolibin GW Monitoring - 15",-32.91939187,117.5987905
"26598","60910153","Lake Toolibin GW Monitoring - 16",-32.92005278,117.600164
"26601","60910154","Lake Toolibin GW Monitoring - 17",-32.91859451,117.5995338
"26604","60910155","Lake Toolibin GW Monitoring - 18",-32.92131754,117.5997661
"26607","60910156","Lake Toolibin GW Monitoring - 19",-32.91114202,117.6110546
"26610","60910157","Lake Toolibin GW Monitoring - 20",-32.90933277,117.6121116
"26613","60910158","Lake Toolibin GW Monitoring - 01A",-32.92139688,117.5982693
"26614","60910159","Lake Toolibin GW Monitoring - 01B",-32.92139688,117.5982693
"26617","60910160","Lake Toolibin GW Monitoring - 01C",-32.92139688,117.5982693
"26620","60910161","Lake Toolibin GW Monitoring - 02A",-32.92144772,117.5989541
"26623","60910162","Lake Toolibin GW Monitoring - 02B",-32.92144772,117.5989541
"26626","60910163","Lake Toolibin GW Monitoring - 02C",-32.92144772,117.5989541
"26629","60910164","Lake Toolibin GW Monitoring - 03A",-32.92261459,117.5982775
"26632","60910165","Lake Toolibin GW Monitoring - 03B",-32.92261459,117.5982775
"26635","60910166","Lake Toolibin GW Monitoring - 03C",-32.92261459,117.5982775
"26638","60910167","Lake Toolibin GW Monitoring - 04A",-32.92079633,117.5993561
"26641","60910168","Lake Toolibin GW Monitoring - 04B",-32.92079633,117.5993561
"26644","60910169","Lake Toolibin GW Monitoring - 04C",-32.92079633,117.5993561
"26647","60910170","Lake Toolibin GW Monitoring - TM1A",-32.92106678,117.6105879
"26669","60910171","Lake Toolibin GW Monitoring - Hand Auger Hole",-32.92106678,117.6105879
"26692","60910172","Lake Toolibin GW Monitoring - 1/88",-32.92186398,117.5986788
"26716","60910173","Lake Toolibin GW Monitoring - LT 1/90",-32.90972696,117.6052595
"26719","60910174","Lake Toolibin GW Monitoring - LT 2/90",-32.90918472,117.6054697
"26722","60910175","Lake Toolibin GW Monitoring - LT 3/90",-32.91061119,117.6037816
"26725","60910176","Lake Toolibin GW Monitoring - LT 4/90",-32.9087517,117.6054775
"26728","60910177","Lake Toolibin GW Monitoring - LT 5/90",-32.920519,117.5969907
"26731","60910178","Lake Toolibin GW Monitoring - LT 6/90",-32.91996067,117.5967944
"26734","60910179","Lake Toolibin GW Monitoring - LT 7/90",-32.92537261,117.5968521
"26736","60910180","Lake Toolibin GW Monitoring - LT 8/90",-32.92428714,117.5974866
"26739","60910181","Lake Toolibin GW Monitoring - LT 9/90",-32.92442065,117.5978618
"26742","60910182","Lake Toolibin GW Monitoring - LT 10/90",-32.92441911,117.5981827
"26745","60910365","Kenmare - Horseshoe",-33.57003045,117.2092053
"26746","60910717","Blackwood - BW1",-33.93022267,117.3435974
"26749","60910718","Blackwood - BW2",-33.92773511,117.3462058
"26765","60910719","Blackwood - BW3",-33.92588188,117.3477239
"26782","60910720","Blackwood - BW4",-33.92687262,117.3450552
"26799","60910721","Blackwood - BW5",-33.92850052,117.3434604
"26815","60910722","Blackwood - BW6",-33.93376325,117.3449105
"26832","60910723","Blackwood - BW14",-33.33998445,118.2053046
"26848","60910724","Blackwood - BW15",-33.34962951,118.220633
"26865","60910725","Blackwood - BW16",-33.41513923,118.2202045
"26881","60910731","Broomehill - BH 33",-33.82892399,117.3909473
"26903","60910732","Broomehill - BH 34",-33.8240554,117.3903956
"26924","60910733","Broomehill - BH 10",-33.86830391,117.3417696
"26944","60910734","Broomehill - BH 11",-33.86468884,117.3412146
"26964","60910735","Broomehill - BH 12",-33.86052282,117.3409387
"26985","60910736","Broomehill - BH 13",-33.83104252,117.3587621
"27006","60910737","Broomehill - BH 14",-33.83555224,117.3587269
"27027","60910738","Broomehill - BH 15",-33.84006165,117.3587782
"27029","60910739","Broomehill - BH 01",-33.90125694,117.2897573
"27049","60910740","Broomehill - BH 02",-33.87999922,117.2896848
"27070","60910741","Broomehill - BH 06",-33.88258079,117.3607614
"27090","60910742","Broomehill - BH 08",-33.8919133,117.3614928
"27111","60910743","Broomehill - BH 09",-33.88246436,117.3542726
"27131","60910744","Lake Toolibin GW Monitoring - TM1A MultiPrt 1Black",-32.92106678,117.6105879
"27153","60910745","Lake Toolibin GW Monitoring - TM1A MultiPrt 2Red",-32.92106678,117.6105879
"27175","60910746","Lake Toolibin GW Monitoring - TM1A MultiPt 3Yellow",-32.92106678,117.6105879
"27197","60910747","Lake Toolibin GW Monitoring - TM1A MultiPrt 4Green",-32.92106678,117.6105879
"27219","60911252","Cowaramup Line - CL8A2",-33.86990624,115.7178958
"27243","60911253","Cowaramup Line - CL7A2",-33.8713017,115.6345638
"27267","60911545","Collie Bore Census - 1414 A87 West Arthur",-33.58548823,116.9554843
"27292","60911546","Drought Relief - 1419 F87 West Arthur",-33.55074751,116.9638191
"27295","60912231","Drought Relief - A87 Area 1",-33.65886568,117.0995649
"27297","60912753","Dumbleyung Hydro Map - T 3",-33.07012837,117.8596214
"27300","60913109","Dumbleyung Hydro Map - M2",-33.23588985,118.1277904
"27302","60914186","Drought Relief - B87 West Arthur",-33.50770024,116.904596
"27304","60914189","Drought Relief - E87 West Arthur",-33.55079464,116.9430597
"27306","60914932","Scott Coastal Plain - Jangardup Road",-34.3748,115.66
"27312","60914933","Scott Coastal Plain - Black Point Road",-34.3122647,115.6306316
"27318","60914934","Scott Coastal Plain, Black Pt Rd - Base Of Dunes",-34.36146101,115.5611969
"27324","60914935","Scott Coastal Plain - Black Point Rd Dunes",-34.36604289,115.5566928
"27330","60914936","Blackwood Plateau - Longbottom Rd Wetlnd",-34.06908609,115.6082684
"27336","60914937","Blackwood Plateau - Brockman Hwy Wetland",-34.07832355,115.6165379
"27342","60914938","Scott Coastal Plain - Stewart Rd CausewayA",-34.22399244,115.6114572
"27348","60914939","Scott Coastal Plain - Stewart Rd CausewayB",-34.22415153,115.6111724
"27352","60914940","Blackwood Plateau - Longbottom Rd Terres",-34.06962485,115.6080645
"27355","60914941","Blackwood Plateau - Brockman Hwy Terres",-34.07865568,115.6164025
"27361","60914942","Scott Coastal Plain, Poison Gully - Terrestrial (PG)",-34.12033449,115.5544409
"27364","60914943","Dumbleyung EEI - DYPROD",-33.35975486,117.8589983
"27369","60914944","Dumbleyung EEI - DY001",-33.35976759,117.8584611
"27375","60914945","Dumbleyung EEI - DY001D",-33.35984876,117.8584619
"27381","60914946","Dumbleyung EEI - DY002",-33.36004907,117.8568838
"27387","60914947","Dumbleyung EEI - DY002D",-33.36013024,117.8568846
"27393","60914948","Dumbleyung EEI - DY003",-33.36091255,117.8533024
"27399","60914949","Dumbleyung EEI - DY003D",-33.36100274,117.8533032
"27405","60914950","Dumbleyung EEI - DY004",-33.35880803,117.8589675
"27411","60914951","Dumbleyung EEI - DY004D",-33.35880922,117.8587956
"27417","60914952","Dumbleyung EEI - DY005",-33.3578088,117.858689
"27423","60914953","Dumbleyung EEI - DY005D",-33.35781006,117.8585063
"27429","60914954","Dumbleyung EEI - DY006",-33.35683833,117.8581636
"27435","60914955","Dumbleyung EEI - DY007",-33.3584982,117.8620277
"27440","60914956","Dumbleyung EEI - DY007D",-33.35858801,117.8620823
"27445","60914957","Dumbleyung EEI - DY008S",-33.3606468,117.8643382
"27450","60914958","Dumbleyung EEI - DY009S",-33.36350048,117.8664195
"27455","60914959","Scott Coastal Plain - SC23A",-34.35192768,115.6693635
"27486","60914960","Scott Coastal Plain - SC23B",-34.35192262,115.6693707
"27517","60914961","Scott Coastal Plain - SC23C",-34.35191738,115.6693782
"27542","60914962","Scott Coastal Plain - SC24A",-34.33378542,115.6765152
"27591","60914963","Scott Coastal Plain - SC24B",-34.33379235,115.676514
"27640","60914964","Scott Coastal Plain - SC24C",-34.33380001,115.6765133
"27689","60914965","Scott Coastal Plain - SC19B",-34.33513592,115.6057839
"27737","60914966","Scott Coastal Plain - SC19C",-34.33514281,115.6057878
"27785","60914967","Scott Coastal Plain - SC19D",-34.33514899,115.6057914
"27833","60914968","Scott Coastal Plain - SC25A",-34.30560856,115.5944369
"27881","60914969","Scott Coastal Plain - SC25B",-34.30561584,115.5944353
"27941","60914970","Scott Coastal Plain - SC26A",-34.30838781,115.6370235
"27989","60914971","Scott Coastal Plain - SC26B",-34.30839557,115.6370236
"28037","60918033","Lake Toolibin - LT PB1 (TP 1)",-32.92071463,117.5975802
"28076","60918034","Lake Toolibin - LT 1A (TO 1A)",-32.92077787,117.5975592
"28085","60918035","Lake Toolibin - LT3A",-32.92074139,117.5976446
"28088","60918036","Lake Toolibin - LT4A",-32.92075005,117.5977195
"28091","60918037","Lake Toolibin - LT 1B (TO 1B)",-32.92078684,117.59757
"28100","60918038","Lake Toolibin - LT2B",-32.92084107,117.597549
"28103","60918039","Lake Toolibin - LT4B",-32.92075912,117.5977088
"28106","60918040","Lake Toolibin - LT PB2 (TP2)",-32.9207236,117.597591
"28111","60918041","Lake Toolibin - LT7",-32.92095546,117.5981487
"28120","60918042","Lake Toolibin - LT6",-32.92092891,117.5980415
"28128","60918043","Lake Toolibin - LT5",-32.9208934,117.5979237
"28136","60918045","Lake Toolibin - LT3C",-32.92073242,117.5976338
"28139","60918046","Lake Toolibin - LT3B",-32.92075041,117.5976446
"28142","60918047","Lake Toolibin - LT2C",-32.9208321,117.5975382
"28149","60918048","Lake Toolibin - LT2A",-32.92084112,117.5975383
"28152","60918049","Lake Toolibin - LT 1C (TO 1C)",-32.92078689,117.5975593
"28161","60918080","North Arthur River Tributary - Lake Toolibin 1/90",-32.75831766,117.5961288
"28168","60918081","North Arthur River Tributary - Lake Toolibin 2/90",-32.92068029,117.5972163
"28175","60918082","North Arthur River Tributary - Lake Toolibin 3/90",-32.92068029,117.5972163
"28182","60918083","North Arthur River Tributary - Lake Toolibin 4/90",-32.92068029,117.5972163
"28189","60918084","North Arthur River Tributary - Lake Toolibin 5/90",-32.92068029,117.5972163
"28196","60918085","North Arthur River Tributary - Lake Toolibin 6/90",-32.92068029,117.5972163
"28203","60918086","North Arthur River Tributary - Lake Toolibin 7/90",-32.92068029,117.5972163
"28210","60918087","North Arthur River Tributary - Lake Toolibin 8/90",-32.92068029,117.5972163
"28217","60918088","North Arthur River Tributary - Lake Toolibin 9/90",-32.92068029,117.5972163
"28224","60918089","North Arthur River Tributary - Lake Toolibin 10/90",-32.92068029,117.5972163
"28231","60918091","North Arthur River Tributary - Lake Toolibin Bo 20",-32.92068029,117.5972163
"28239","60918092","Lake Toolibin - Pump One",-32.92126717,117.598985
"28254","60918093","Lake Toolibin - Pump Two",-32.987104,117.5975991
"28269","60918100","Cowaramup Line - CL6A1",-33.86805556,115.5572222
"28301","60918101","Cowaramup Line - CL6A3",-33.86805556,115.5572222
"28332","60918102","Cowaramup Line - CL6W",-33.86805556,115.5572222
"28362","60918103","Cowaramup Line - CL7A1 (1 IN PIPE)",-33.87083333,115.6344444
"28393","60918104","Cowaramup Line - CL7A3 (3 IN PIPE)",-33.87083333,115.6344444
